,고유번호,기업명,자산총계,부채총계,자본총계,당기순이익,연도
382,00130879,서울식품공업,72278883781,46261760304,26017123477,-5778364194,2021
383,00131939,선도전기,167947855455,86791537826,81156317629,-9952912747,2021
384,00132868,성안,141555556954,105396314118,36159242836,20524947201,2021
385,00136271,신성이엔지,476656365404,268618296776,181520555482,-15861729544,2021
386,00137359,신풍제약,392584582780,38025374676,354559208104,-11526010683,2021
387,00140131,키다리스튜디오,290122174756,67350906744,222771268012,3531860296,2021
388,00140779,영보화학,179898107295,24685849929,155212257366,3501714002,2021
389,00141671,오리콤,211147448552,114060721876,97086726676,6147350032,2021
390,00146454,일양약품,494271352816,222513275881,271758076935,25955713953,2021
391,00146861,자화전자,437943843130,139199344515,298744498615,21531719998,2021
392,00148540,CJ,41955995804000,25492465688000,16463530116000,806961658000,2021
393,00149354,종근당홀딩스,1367635164913,527666927447,839968237466,25824890405,2021
394,00153126,크라운해태홀딩스,1115739131697,626381107124,489358024573,11184510484,2021
395,00153524,태림포장,600863714442,257262396231,343601318211,20963410914,2021
396,00154329,태평양물산,764951831942,600094345016,164857486926,-14021095778,2021
397,00154718,비츠로셀,206247203936,39504964163,166742239773,17021473137,2021
398,00159023,SK텔레콤,30911277000000,18576139000000,12335138000000,2418989000000,2021
399,00160843,DB하이텍,1549937895854,443888189808,1106049706046,316891852008,2021
400,00161693,한샘,1246352553431,624662475163,621690078268,57218186850,2021
401,00161860,한성기업,199923899803,155369922233,44553977570,-7507898460,2021
402,00163114,서연,2137879391257,1231606779265,906272611992,44274576012,2021
403,00163196,한일철강,338742840598,160982050415,177760790183,25514603643,2021
404,00164478,현대건설,19637264000000,10207973000000,9429291000000,554377000000,2021
405,00164812,현대코퍼레이션,1707383175608,1344552871653,362830303955,38005996297,2021
406,00165680,호텔신라,2656449911686,2079545237446,576904674240,-9733755000,2021
407,00166227,화승인더스트리,1637051105314,1002373142596,634677962718,-4203131618,2021
408,00166315,화신,870753098147,582311066759,288442031388,24367674191,2021
409,00188089,한섬,1557084757896,316664864164,1240419893732,111523596684,2021
410,00226352,케이엠더블유,366409620638,115906840300,250502780338,-3729376178,2021
411,00255619,강원랜드,3827273463677,574480852474,3252792611203,-10582086270,2021
412,00260408,팜스코,1107610571454,793651852409,313958719045,2130933606,2021
413,00274933,신세계푸드,879467973979,594650867030,284817106949,2417064385,2021
414,00306162,상상인,5745403479122,4943807816111,801595663011,102255771542,2021
415,00318316,대아티아이,193354630444,88415804015,104938826429,5311973717,2021
416,00347734,진양화학,33655064082,8263265615,25391798467,-2212662718,2021
417,00361488,텔코웨어,122175454114,12790697041,109384757073,1810715915,2021
418,00362238,휴비스,843415197265,375572102961,467843094304,3496357171,2021
419,00362441,현대오토에버,2346122844458,970301489355,1375821355103,71368214141,2021
420,00369657,리노공업,466371034236,48667847133,417703187103,103805815149,2021
421,00409672,티비에이치글로벌,117022490325,62327748051,54694742274,-19619878069,2021
422,00425351,멀티캠퍼스,256982926231,117016269803,139966656428,19555965526,2021
423,00428251,현대백화점,8969196456000,3743568385000,4006820931000,233388925000,2021
424,00447609,비에이치,793400422424,385423568360,407976854064,81735535426,2021
425,00453488,다이나믹디자인,116040977324,74246404103,41794573221,-25761857891,2021
426,00469799,이엔플러스,102809878473,30435535805,72374342668,-19549396989,2021
427,00480455,STX엔진,837480000000,553505000000,283975000000,1005000000,2021
428,00503668,LIG넥스원,2576847035470,1813542650473,763304384997,105055805629,2021
429,00523307,다원시스,676576225278,408279235109,268296990169,-18254959033,2021
430,00525642,코오롱생명과학,234658306594,135248149958,99410156636,-1374920968,2021
431,00531014,유진테크,382891842028,72151255240,310740586788,63193771953,2021
432,00565154,이노션,2201583495389,1366820754118,834762741271,87143789362,2021
433,00681142,쌍방울,395643689622,167330570809,228313118813,-18559820968,2021
434,00706715,미원홀딩스,426808405295,191049963834,235758441462,40232180768,2021
435,01032404,콜마비앤에이치,537888670052,151248567774,386640102278,68399728409,2021
436,01032413,해성디에스,474947833310,180632904766,294314928544,71051643499,2021
437,01128613,화승엔터프라이즈,1330258310544,779838500509,550419810035,-6848467042,2021
438,01205329,크라운제과,324569691616,164015182221,160554509395,13098370031,2021
439,01234507,매일유업,981699184474,484407343509,497291840965,74245215795,2021
440,01263022,BGF리테일,2596378756682,1787059387273,809319369409,147642852239,2021
441,00101220,KG케미칼,4884892280208,3097379164414,1787513115794,281961177811,2021
442,00101488,경동나비엔,933884528777,483469066212,450415462565,80657672817,2021
443,00101628,경방,1270805118229,518658698167,752146420062,22281879937,2021
444,00102432,계룡건설산업,2327054067482,1572714062300,754340005182,156417920465,2021
445,00103662,광명전기,169926626919,54791365737,115135261182,5858897713,2021
446,00107066,남광토건,273978348947,186233104756,87745244191,21679416652,2021
447,00109718,사조대림,1139785734195,620772705210,519013028985,66562485727,2021
448,00109754,대림비앤코,326583009080,169194158167,157388850913,915191140,2021
449,00109806,삼일씨엔에스,351874250938,74842756530,277031494408,-3063083815,2021
450,00113544,대한화섬,907819641961,165770865646,742048776315,24376322248,2021
451,00113614,대현,280081122058,59050547416,221030574642,19243108431,2021
452,00115287,동방,531255658011,399799099774,131456558237,-359593161,2021
453,00115612,동부건설,1262000761148,702346281301,559654479847,116473370425,2021
454,00117337,동양,1007233609953,223240278186,783993331767,11246410605,2021
455,00118266,DRB동일,831956562409,356400809939,475555752470,-2796740448,2021
456,00119007,무림P&P,1483591838656,864649854673,618941983983,19729686753,2021
457,00119140,핸즈코퍼레이션,894964069149,632933749646,262030319503,-63950010068,2021
458,00119672,두올,424141554671,226828876123,197312678548,15551865628,2021
459,00121288,모나미,202507879594,97960468698,104547410896,15736000491,2021
460,00121932,미원상사,372413719078,76426655424,295987063654,57743051692,2021
461,00122481,태경비케이,332382423528,97539784985,234842638543,15491051806,2021
462,00124780,사조씨푸드,336930664881,106936374686,229994290195,9842248327,2021
463,00126779,삼아알미늄,227237960938,105209850404,122028110534,12153040066,2021
464,00127200,삼영전자공업,543640907269,31882385986,511758521283,17029948872,2021
465,00128032,삼일제약,226404983052,160658490541,65746492511,-5346662644,2021
466,00128111,포스코엠텍,156334135241,51769384866,104564750375,13064109990,2021
467,00128227,삼정펄프,239413228555,23293617870,216119610685,7614074852,2021
468,00129989,코스모신소재,348482657487,143034110908,205448546579,17998487325,2021
469,00130763,서울반도체,1513054662536,660981119915,852073542621,61502200763,2021
470,00133706,세하,195333621254,97387326902,97946294352,10243436335,2021
471,00135777,신대양제지,845951511735,219154383689,626797128046,60434795558,2021
472,00136086,무림페이퍼,2284417094845,1637863898251,646553196594,409557688,2021
473,00137207,유니켐,335857580519,207896480969,127961099550,3527085129,2021
474,00139764,에넥스,132906035780,66492066022,66413969758,10021496262,2021
475,00140946,한솔로지스틱스,266627757518,188039086103,78588671415,23492497187,2021
476,00141404,영풍제지,209596339151,77558898577,132037440574,6342599451,2021
477,00141875,사조오양,315948482729,119243893874,196704588855,15770039285,2021
478,00144395,동서,1582577880310,133970703050,1448607177260,115145658677,2021
479,00145163,파미셀,95814779098,30461552643,65353226455,9513338083,2021
480,00145464,이구산업,323941424422,201231109378,122710315044,21053901722,2021
481,00145862,인천도시가스,360580638051,169182626916,191398011135,3713334737,2021
482,00146649,일진홀딩스,1611593519855,726755398999,884838120856,33290727259,2021
483,00148364,하림지주,11578947867846,7325386740258,4253561127588,588108633687,2021
484,00148443,제일파마홀딩스,892421378291,392107688415,500313689876,-12870005197,2021
485,00148522,퍼스텍,185612511300,142208454450,43404056850,3874217894,2021
486,00148939,조광피혁,440910559774,63928944319,376981615455,11204041994,2021
487,00148984,조선내화,1349335977271,560656513213,788679464058,33396172674,2021
488,00154426,아이에이치큐,238568445822,120389630160,118178815662,-10099947227,2021
489,00155212,포스코 ICT,646969959736,287766033952,359203925784,-13923043578,2021
490,00158307,롯데하이마트,2943544893057,1116187301339,1827357591718,-57451960348,2021
491,00158316,NICE,3083783180088,1763338211906,1320444968182,101055237965,2021
492,00159209,한전기술,705509290986,192058364105,513450926881,16452462020,2021
493,00159218,한전KPS,1426920122047,314925081583,1111995040464,98680314610,2021
494,00159254,한국전자홀딩스,463627852404,153728383077,309899469327,29177553677,2021
495,00159795,한국카본,498355905299,109356563548,388999341751,14348609838,2021
496,00160418,한국프랜지공업,699351929145,436752216916,262599712229,19748626389,2021
497,00162072,한신기계공업,101149022157,15086453977,86062568180,4087463832,2021
498,00163345,DB,601998919354,164214796554,437784122800,21705064303,2021
499,00164672,한일현대시멘트,596793705254,272590216437,324203488817,40385273803,2021
500,00172291,더존비즈온,900314202568,398587975843,501726226725,54413669533,2021
501,00173698,신일전자,122088680502,39482254979,82606425523,7977952924,2021
502,00180795,인팩,353962028307,232862255335,121099772972,7510536204,2021
503,00181943,에스제이엠홀딩스,332921488112,66104871319,266816616793,8823651936,2021
504,00184667,유진기업,2276820452893,1383280299651,893540153242,78253165126,2021
505,00218575,황금에스티,431568369719,99055555212,332512814507,32952260724,2021
506,00223762,지니뮤직,307060996340,199309435741,107751560599,-4887813493,2021
507,00228536,현대에버다임,247254689081,81916784690,165337904391,-18354317688,2021
508,00248974,하나제약,303497254437,51596170881,251901083556,28013835906,2021
509,00249247,YG PLUS,223117829736,77400987947,145716841789,22615862996,2021
510,00332927,제이에스코퍼레이션,552280907650,350394617961,201886289689,48293833743,2021
511,00358271,에스에프에이,1904444384241,504089534792,1400354849449,148323794109,2021
512,00359395,헬릭스미스,282500918861,57368412918,225132505943,-52648378043,2021
513,00365989,용평리조트,841499592207,455244977789,386254614418,8673797828,2021
514,00399694,아프리카TV,408149760647,198723010089,209426750558,70868748330,2021
515,00411048,에스앤에스텍,197438760724,23013583392,174425177332,11499406880,2021
516,00416654,유엔젤,61716673610,9512538390,52204135220,14606475501,2021
517,00423690,삼성출판사,338722412834,115319934841,223402477993,5934976652,2021
518,00450010,센트랄모텍,278103877334,180182555781,97921321553,1427457546,2021
519,00524421,테스,336944738958,41999577651,294945161307,73988020802,2021
520,00525679,차바이오텍,1535125058543,742012787468,793112271075,-21843533305,2021
521,00540340,코리아센터,488304478846,179020893124,309283585722,11171889780,2021
522,00579980,아이티엠반도체,606834144987,348722121337,258112023650,6250222385,2021
523,00606886,엔지켐생명과학,133084134205,58422235975,74661898230,-27864832842,2021
524,00635134,CJ제일제당,26855804277000,16049003859000,10806800418000,892393213000,2021
525,00684714,풍산,3148260459261,1462625455417,1685635003844,243387043769,2021
526,00815369,에스제이엠,245019916523,55541850784,189478065739,7425081095,2021
527,00888347,휴젤,1009737148461,180569259363,829167889098,60393105236,2021
528,00897752,천보,404594063800,98538714985,306055348815,48014565153,2021
529,00957735,클리오,234228416837,66817113819,167411303018,9267371492,2021
530,00992871,종근당,1046700072179,480890428784,565809643395,42356472307,2021
531,01010110,더블유게임즈,1381904218263,197077447691,1184826770572,156282035070,2021
532,01060744,한솔제지,1887832972302,1208499790521,679333181781,13675492737,2021
533,01078178,RFHIC,446949568964,138601673919,308347895045,5885010661,2021
534,01093007,LS전선아시아,495255400435,322872794667,172382605768,15871887068,2021
535,01110678,유틸렉스,113684235103,41650859936,72033375167,-29574857012,2021
536,01168383,일동제약,708970362605,548385587992,160584774613,-100968468839,2021
537,01234297,미원에스씨,438128597593,111607730515,326520867078,79903361416,2021
538,01236897,제일약품,426486418148,259139220266,167347197882,-14985617755,2021
