기업명,자산총계,부채총계,자본총계,당기순이익,연도
삼성공조,2.57514E+11,37761206683,2.19753E+11,-2479562400,2021
F&F 홀딩스,2.9123E+12,5.97968E+11,2.31434E+12,2.01797E+12,2021
삼영무역,5.78816E+11,1.14637E+11,4.64179E+11,44918343830,2021
삼익악기,5.85305E+11,3.31394E+11,2.53911E+11,23763505157,2021
CJ프레시웨이,1.21648E+12,8.73849E+11,3.42635E+11,31105478910,2021
삼호개발,2.96852E+11,76141633135,2.2071E+11,13927522298,2021
삼화전기,1.5864E+11,71761025146,86879130636,15466953819,2021
까뮤이앤씨,1.95058E+11,96246050328,98812382658,-3016566535,2021
상신브레이크,4.93641E+11,3.05186E+11,1.88455E+11,10375223860,2021
서울도시가스,1.6626E+12,6.23831E+11,1.03877E+12,8540875496,2021
서울식품공업,72278883781,46261760304,26017123477,-5778364194,2021
선도전기,1.67948E+11,86791537826,81156317629,-9952912747,2021
성안,1.41556E+11,1.05396E+11,36159242836,20524947201,2021
신성이엔지,4.76656E+11,2.68618E+11,1.81521E+11,-15861729544,2021
신풍제약,3.92585E+11,38025374676,3.54559E+11,-11526010683,2021
키다리스튜디오,2.90122E+11,67350906744,2.22771E+11,3531860296,2021
영보화학,1.79898E+11,24685849929,1.55212E+11,3501714002,2021
오리콤,2.11147E+11,1.14061E+11,97086726676,6147350032,2021
일양약품,4.94271E+11,2.22513E+11,2.71758E+11,25955713953,2021
자화전자,4.37944E+11,1.39199E+11,2.98744E+11,21531719998,2021
CJ,4.1956E+13,2.54925E+13,1.64635E+13,8.06962E+11,2021
종근당홀딩스,1.36764E+12,5.27667E+11,8.39968E+11,25824890405,2021
크라운해태홀딩스,1.11574E+12,6.26381E+11,4.89358E+11,11184510484,2021
태림포장,6.00864E+11,2.57262E+11,3.43601E+11,20963410914,2021
태평양물산,7.64952E+11,6.00094E+11,1.64857E+11,-14021095778,2021
비츠로셀,2.06247E+11,39504964163,1.66742E+11,17021473137,2021
SK텔레콤,3.09113E+13,1.85761E+13,1.23351E+13,2.41899E+12,2021
DB하이텍,1.54994E+12,4.43888E+11,1.10605E+12,3.16892E+11,2021
한샘,1.24635E+12,6.24662E+11,6.2169E+11,57218186850,2021
한성기업,1.99924E+11,1.5537E+11,44553977570,-7507898460,2021
서연,2.13788E+12,1.23161E+12,9.06273E+11,44274576012,2021
한일철강,3.38743E+11,1.60982E+11,1.77761E+11,25514603643,2021
현대건설,1.96373E+13,1.0208E+13,9.42929E+12,5.54377E+11,2021
현대코퍼레이션,1.70738E+12,1.34455E+12,3.6283E+11,38005996297,2021
호텔신라,2.65645E+12,2.07955E+12,5.76905E+11,-9733755000,2021
화승인더스트리,1.63705E+12,1.00237E+12,6.34678E+11,-4203131618,2021
화신,8.70753E+11,5.82311E+11,2.88442E+11,24367674191,2021
한섬,1.55708E+12,3.16665E+11,1.24042E+12,1.11524E+11,2021
케이엠더블유,3.6641E+11,1.15907E+11,2.50503E+11,-3729376178,2021
강원랜드,3.82727E+12,5.74481E+11,3.25279E+12,-10582086270,2021
팜스코,1.10761E+12,7.93652E+11,3.13959E+11,2130933606,2021
신세계푸드,8.79468E+11,5.94651E+11,2.84817E+11,2417064385,2021
상상인,5.7454E+12,4.94381E+12,8.01596E+11,1.02256E+11,2021
대아티아이,1.93355E+11,88415804015,1.04939E+11,5311973717,2021
진양화학,33655064082,8263265615,25391798467,-2212662718,2021
텔코웨어,1.22175E+11,12790697041,1.09385E+11,1810715915,2021
휴비스,8.43415E+11,3.75572E+11,4.67843E+11,3496357171,2021
현대오토에버,2.34612E+12,9.70301E+11,1.37582E+12,71368214141,2021
리노공업,4.66371E+11,48667847133,4.17703E+11,1.03806E+11,2021
티비에이치글로벌,1.17022E+11,62327748051,54694742274,-19619878069,2021
멀티캠퍼스,2.56983E+11,1.17016E+11,1.39967E+11,19555965526,2021
현대백화점,8.9692E+12,3.74357E+12,4.00682E+12,2.33389E+11,2021
비에이치,7.934E+11,3.85424E+11,4.07977E+11,81735535426,2021
다이나믹디자인,1.16041E+11,74246404103,41794573221,-25761857891,2021
이엔플러스,1.0281E+11,30435535805,72374342668,-19549396989,2021
STX엔진,8.3748E+11,5.53505E+11,2.83975E+11,1005000000,2021
LIG넥스원,2.57685E+12,1.81354E+12,7.63304E+11,1.05056E+11,2021
다원시스,6.76576E+11,4.08279E+11,2.68297E+11,-18254959033,2021
코오롱생명과학,2.34658E+11,1.35248E+11,99410156636,-1374920968,2021
유진테크,3.82892E+11,72151255240,3.10741E+11,63193771953,2021
이노션,2.20158E+12,1.36682E+12,8.34763E+11,87143789362,2021
쌍방울,3.95644E+11,1.67331E+11,2.28313E+11,-18559820968,2021
미원홀딩스,4.26808E+11,1.9105E+11,2.35758E+11,40232180768,2021
콜마비앤에이치,5.37889E+11,1.51249E+11,3.8664E+11,68399728409,2021
해성디에스,4.74948E+11,1.80633E+11,2.94315E+11,71051643499,2021
화승엔터프라이즈,1.33026E+12,7.79839E+11,5.5042E+11,-6848467042,2021
크라운제과,3.2457E+11,1.64015E+11,1.60555E+11,13098370031,2021
매일유업,9.81699E+11,4.84407E+11,4.97292E+11,74245215795,2021
BGF리테일,2.59638E+12,1.78706E+12,8.09319E+11,1.47643E+11,2021
KG케미칼,4.88489E+12,3.09738E+12,1.78751E+12,2.81961E+11,2021
경동나비엔,9.33885E+11,4.83469E+11,4.50415E+11,80657672817,2021
경방,1.27081E+12,5.18659E+11,7.52146E+11,22281879937,2021
계룡건설산업,2.32705E+12,1.57271E+12,7.5434E+11,1.56418E+11,2021
광명전기,1.69927E+11,54791365737,1.15135E+11,5858897713,2021
남광토건,2.73978E+11,1.86233E+11,87745244191,21679416652,2021
사조대림,1.13979E+12,6.20773E+11,5.19013E+11,66562485727,2021
대림비앤코,3.26583E+11,1.69194E+11,1.57389E+11,915191140,2021
삼일씨엔에스,3.51874E+11,74842756530,2.77031E+11,-3063083815,2021
대한화섬,9.0782E+11,1.65771E+11,7.42049E+11,24376322248,2021
대현,2.80081E+11,59050547416,2.21031E+11,19243108431,2021
동방,5.31256E+11,3.99799E+11,1.31457E+11,-359593161,2021
동부건설,1.262E+12,7.02346E+11,5.59654E+11,1.16473E+11,2021
동양,1.00723E+12,2.2324E+11,7.83993E+11,11246410605,2021
DRB동일,8.31957E+11,3.56401E+11,4.75556E+11,-2796740448,2021
무림P&P,1.48359E+12,8.6465E+11,6.18942E+11,19729686753,2021
핸즈코퍼레이션,8.94964E+11,6.32934E+11,2.6203E+11,-63950010068,2021
두올,4.24142E+11,2.26829E+11,1.97313E+11,15551865628,2021
모나미,2.02508E+11,97960468698,1.04547E+11,15736000491,2021
미원상사,3.72414E+11,76426655424,2.95987E+11,57743051692,2021
태경비케이,3.32382E+11,97539784985,2.34843E+11,15491051806,2021
사조씨푸드,3.36931E+11,1.06936E+11,2.29994E+11,9842248327,2021
삼아알미늄,2.27238E+11,1.0521E+11,1.22028E+11,12153040066,2021
삼영전자공업,5.43641E+11,31882385986,5.11759E+11,17029948872,2021
삼일제약,2.26405E+11,1.60658E+11,65746492511,-5346662644,2021
포스코엠텍,1.56334E+11,51769384866,1.04565E+11,13064109990,2021
삼정펄프,2.39413E+11,23293617870,2.1612E+11,7614074852,2021
코스모신소재,3.48483E+11,1.43034E+11,2.05449E+11,17998487325,2021
서울반도체,1.51305E+12,6.60981E+11,8.52074E+11,61502200763,2021
세하,1.95334E+11,97387326902,97946294352,10243436335,2021
신대양제지,8.45952E+11,2.19154E+11,6.26797E+11,60434795558,2021
무림페이퍼,2.28442E+12,1.63786E+12,6.46553E+11,409557688,2021
유니켐,3.35858E+11,2.07896E+11,1.27961E+11,3527085129,2021
에넥스,1.32906E+11,66492066022,66413969758,10021496262,2021
한솔로지스틱스,2.66628E+11,1.88039E+11,78588671415,23492497187,2021
영풍제지,2.09596E+11,77558898577,1.32037E+11,6342599451,2021
사조오양,3.15948E+11,1.19244E+11,1.96705E+11,15770039285,2021
동서,1.58258E+12,1.33971E+11,1.44861E+12,1.15146E+11,2021
파미셀,95814779098,30461552643,65353226455,9513338083,2021
이구산업,3.23941E+11,2.01231E+11,1.2271E+11,21053901722,2021
인천도시가스,3.60581E+11,1.69183E+11,1.91398E+11,3713334737,2021
일진홀딩스,1.61159E+12,7.26755E+11,8.84838E+11,33290727259,2021
하림지주,1.15789E+13,7.32539E+12,4.25356E+12,5.88109E+11,2021
제일파마홀딩스,8.92421E+11,3.92108E+11,5.00314E+11,-12870005197,2021
퍼스텍,1.85613E+11,1.42208E+11,43404056850,3874217894,2021
조광피혁,4.40911E+11,63928944319,3.76982E+11,11204041994,2021
조선내화,1.34934E+12,5.60657E+11,7.88679E+11,33396172674,2021
아이에이치큐,2.38568E+11,1.2039E+11,1.18179E+11,-10099947227,2021
포스코 ICT,6.4697E+11,2.87766E+11,3.59204E+11,-13923043578,2021
롯데하이마트,2.94354E+12,1.11619E+12,1.82736E+12,-57451960348,2021
NICE,3.08378E+12,1.76334E+12,1.32044E+12,1.01055E+11,2021
한전기술,7.05509E+11,1.92058E+11,5.13451E+11,16452462020,2021
한전KPS,1.42692E+12,3.14925E+11,1.112E+12,98680314610,2021
한국전자홀딩스,4.63628E+11,1.53728E+11,3.09899E+11,29177553677,2021
한국카본,4.98356E+11,1.09357E+11,3.88999E+11,14348609838,2021
한국프랜지공업,6.99352E+11,4.36752E+11,2.626E+11,19748626389,2021
한신기계공업,1.01149E+11,15086453977,86062568180,4087463832,2021
DB,6.01999E+11,1.64215E+11,4.37784E+11,21705064303,2021
한일현대시멘트,5.96794E+11,2.7259E+11,3.24203E+11,40385273803,2021
더존비즈온,9.00314E+11,3.98588E+11,5.01726E+11,54413669533,2021
신일전자,1.22089E+11,39482254979,82606425523,7977952924,2021
인팩,3.53962E+11,2.32862E+11,1.211E+11,7510536204,2021
에스제이엠홀딩스,3.32921E+11,66104871319,2.66817E+11,8823651936,2021
유진기업,2.27682E+12,1.38328E+12,8.9354E+11,78253165126,2021
황금에스티,4.31568E+11,99055555212,3.32513E+11,32952260724,2021
지니뮤직,3.07061E+11,1.99309E+11,1.07752E+11,-4887813493,2021
현대에버다임,2.47255E+11,81916784690,1.65338E+11,-18354317688,2021
하나제약,3.03497E+11,51596170881,2.51901E+11,28013835906,2021
YG PLUS,2.23118E+11,77400987947,1.45717E+11,22615862996,2021
제이에스코퍼레이션,5.52281E+11,3.50395E+11,2.01886E+11,48293833743,2021
에스에프에이,1.90444E+12,5.0409E+11,1.40035E+12,1.48324E+11,2021
헬릭스미스,2.82501E+11,57368412918,2.25133E+11,-52648378043,2021
용평리조트,8.415E+11,4.55245E+11,3.86255E+11,8673797828,2021
아프리카TV,4.0815E+11,1.98723E+11,2.09427E+11,70868748330,2021
에스앤에스텍,1.97439E+11,23013583392,1.74425E+11,11499406880,2021
유엔젤,61716673610,9512538390,52204135220,14606475501,2021
삼성출판사,3.38722E+11,1.1532E+11,2.23402E+11,5934976652,2021
센트랄모텍,2.78104E+11,1.80183E+11,97921321553,1427457546,2021
테스,3.36945E+11,41999577651,2.94945E+11,73988020802,2021
차바이오텍,1.53513E+12,7.42013E+11,7.93112E+11,-21843533305,2021
코리아센터,4.88304E+11,1.79021E+11,3.09284E+11,11171889780,2021
아이티엠반도체,6.06834E+11,3.48722E+11,2.58112E+11,6250222385,2021
엔지켐생명과학,1.33084E+11,58422235975,74661898230,-27864832842,2021
CJ제일제당,2.68558E+13,1.6049E+13,1.08068E+13,8.92393E+11,2021
풍산,3.14826E+12,1.46263E+12,1.68564E+12,2.43387E+11,2021
에스제이엠,2.4502E+11,55541850784,1.89478E+11,7425081095,2021
휴젤,1.00974E+12,1.80569E+11,8.29168E+11,60393105236,2021
천보,4.04594E+11,98538714985,3.06055E+11,48014565153,2021
클리오,2.34228E+11,66817113819,1.67411E+11,9267371492,2021
종근당,1.0467E+12,4.8089E+11,5.6581E+11,42356472307,2021
더블유게임즈,1.3819E+12,1.97077E+11,1.18483E+12,1.56282E+11,2021
한솔제지,1.88783E+12,1.2085E+12,6.79333E+11,13675492737,2021
RFHIC,4.4695E+11,1.38602E+11,3.08348E+11,5885010661,2021
LS전선아시아,4.95255E+11,3.22873E+11,1.72383E+11,15871887068,2021
유틸렉스,1.13684E+11,41650859936,72033375167,-29574857012,2021
일동제약,7.0897E+11,5.48386E+11,1.60585E+11,-1.00968E+11,2021
미원에스씨,4.38129E+11,1.11608E+11,3.26521E+11,79903361416,2021
제일약품,4.26486E+11,2.59139E+11,1.67347E+11,-14985617755,2021
롯데정보통신,7.50131E+11,3.16886E+11,4.33245E+11,34658576364,2021
경보제약,2.36979E+11,91278422862,1.45701E+11,-7495178995,2021
계양전기,2.85053E+11,1.01825E+11,1.83228E+11,-6211393819,2021
한솔피엔에스,1.09711E+11,59666914830,50043758471,3603360985,2021
국제약품,1.39783E+11,71195237941,68587808743,-1555791280,2021
금양,3.14832E+11,1.97425E+11,1.17407E+11,13332209382,2021
금호건설,1.73599E+12,1.08316E+12,6.52821E+11,1.48125E+11,2021
큐로,1.65866E+11,67845866319,98020237880,-13018202749,2021
티웨이홀딩스,8.05279E+11,7.16049E+11,89229853047,-1.63448E+11,2021
리더스 기술투자,86381653952,45606373332,40775280620,8846406767,2021
대원제약,4.2958E+11,2.11176E+11,2.18404E+11,6610675911,2021
대원화성,1.35833E+11,64820560068,71012021570,-7003647550,2021
대창,8.10738E+11,5.36624E+11,2.74114E+11,26232036209,2021
대창단조,2.98478E+11,71311980778,2.27166E+11,28223118436,2021
대한전선,1.42087E+12,1.03311E+12,3.87761E+11,28937337000,2021
덕성,1.25292E+11,40299826150,84991965738,5922938815,2021
디와이,8.59973E+11,3.61847E+11,4.98126E+11,11599269198,2021
오리온홀딩스,4.96179E+12,1.09094E+12,3.87085E+12,2.25328E+11,2021
동양피스톤,3.62628E+11,2.4935E+11,1.13278E+11,7678379597,2021
티에이치엔,3.39937E+11,2.52248E+11,87689111508,16762920164,2021
미창석유공업,3.47597E+11,45615051049,3.01982E+11,33138438882,2021
백광산업,3.59208E+11,1.69672E+11,1.89537E+11,14896324686,2021
범양건영,1.98492E+11,1.12322E+11,86169673187,4278044654,2021
샘표,4.42738E+11,1.29328E+11,3.1341E+11,22972218582,2021
서부T&D,2.05828E+12,1.25711E+12,8.01169E+11,39205090996,2021
성보화학,1.72157E+11,36424835178,1.35732E+11,1280616310,2021
SH에너지화학,1.19629E+11,27889955545,91739102042,611077450,2021
신원,5.03617E+11,2.92127E+11,2.1149E+11,10515902474,2021
아남전자,229403319,163294748,66108571,11607606,2021
아시아나항공,1.30827E+13,1.25616E+13,5.21096E+11,-5.1681E+11,2021
애경산업,4.31493E+11,85261290651,3.46231E+11,15725463056,2021
한솔케미칼,1.19717E+12,4.29305E+11,7.6787E+11,1.58671E+11,2021
우진아이엔에스,1.14656E+11,17562306021,97094075290,-3212005328,2021
원림,1.70283E+11,34844419311,1.35439E+11,2724277117,2021
율촌화학,6.66716E+11,3.2065E+11,3.46066E+11,8452589713,2021
이수화학,1.16894E+12,7.77123E+11,3.91816E+11,96522425842,2021
일성신약,3.71383E+11,25472910327,3.4591E+11,-1367510424,2021
일성건설,3.79287E+11,2.69946E+11,1.09341E+11,5775869301,2021
일신방직,1.044E+12,2.4971E+11,7.94295E+11,64210377493,2021
제일연마,1.06469E+11,13575872997,92893380372,6095205487,2021
광전자,2.38962E+11,28253535695,2.10708E+11,10469916074,2021
태원물산,37439040672,6106381935,31332658737,81272711,2021
휴스틸,9.51921E+11,3.25521E+11,6.264E+11,37987133196,2021
한국기업평가,1.61338E+11,40736021846,1.20602E+11,26749657899,2021
KISCO홀딩스,1.68809E+12,2.67378E+11,1.42072E+12,1.78383E+11,2021
한라,1.52135E+12,1.10483E+12,4.16526E+11,99926469194,2021
아난티,1.38514E+12,9.8458E+11,4.00555E+11,16681634105,2021
한신공영,2.11995E+12,1.44219E+12,6.77762E+11,44654631308,2021
한창제지,2.48598E+11,1.40053E+11,1.08545E+11,15021665983,2021
혜인,1.94738E+11,92754854849,1.01983E+11,4900986362,2021
화승코퍼레이션,1.15519E+12,9.57762E+11,1.9743E+11,-37707110347,2021
환인제약,3.53189E+11,35963186455,3.17226E+11,26458506063,2021
휠라홀딩스,4.28886E+12,1.98237E+12,2.30649E+12,3.37809E+11,2021
LG헬로비전,1.48812E+12,8.35733E+11,6.52384E+11,26921862454,2021
호전실업,3.02688E+11,1.82612E+11,1.20076E+11,11783094520,2021
삼표시멘트,1.41233E+12,7.56249E+11,6.56083E+11,20335297394,2021
카페24,4.16158E+11,1.44783E+11,2.71375E+11,-18050181576,2021
위닉스,4.05575E+11,2.06781E+11,1.98794E+11,19982071922,2021
동원F&B,1.93568E+12,1.13686E+12,7.98821E+11,69498076204,2021
오스템임플란트,1.15184E+12,9.35384E+11,2.16457E+11,23410693003,2021
한세엠케이,1.29058E+11,82126553947,46931100209,-30982030827,2021
HDC현대EP,5.82888E+11,2.75234E+11,3.07654E+11,10285175857,2021
인선이엔티,4.93337E+11,1.55781E+11,3.37557E+11,24907414614,2021
웹젠,6.15265E+11,1.09353E+11,5.05911E+11,86850897264,2021
한미글로벌,2.85254E+11,1.41131E+11,1.44124E+11,16010649906,2021
드림텍,7.32979E+11,3.44213E+11,3.88766E+11,79341007991,2021
파트론,6.80011E+11,1.99476E+11,4.80535E+11,78310212416,2021
셀트리온제약,6.37884E+11,3.05916E+11,3.31969E+11,34578715489,2021
네오팜,1.43408E+11,13103096004,1.30305E+11,17713275765,2021
제주항공,1.26676E+12,1.08267E+12,1.84089E+11,-2.72278E+11,2021
GKL,5.31306E+11,1.47758E+11,3.83548E+11,-1.13272E+11,2021
엠씨넥스,5.25528E+11,2.26561E+11,2.98966E+11,39505208461,2021
후성,6.16334E+11,3.32876E+11,2.83459E+11,31279494106,2021
티웨이항공,7.35048E+11,6.87706E+11,47341367572,-1.56244E+11,2021
한국철강,9.08707E+11,1.86519E+11,7.22188E+11,97251554504,2021
PI첨단소재,4.7296E+11,1.47071E+11,3.25889E+11,64000019268,2021
영원무역,3.54762E+12,1.11341E+12,2.43421E+12,3.34303E+11,2021
신흥에스이씨,5.41401E+11,2.51111E+11,2.9029E+11,26659528860,2021
노바렉스,2.54633E+11,1.14674E+11,1.39959E+11,26312551882,2021
서진시스템,1.05001E+12,6.89826E+11,3.60183E+11,38608634203,2021
에스티팜,4.98565E+11,1.72533E+11,3.26033E+11,3377390171,2021
잇츠한불,4.94667E+11,36179263528,4.58488E+11,-6944270651,2021
동일고무벨트,3.13829E+11,1.04787E+11,2.09042E+11,6064529480,2021
파마리서치,4.27647E+11,99288024088,3.28359E+11,46823637037,2021
엔케이맥스,1.80601E+11,60698811676,1.19902E+11,-51078962327,2021
엔에이치엔,3.02717E+12,9.28564E+11,2.09861E+12,1.29701E+11,2021
알테오젠,2.60338E+11,1.26414E+11,1.33923E+11,-9191339725,2021
지씨셀,6.45575E+11,1.29891E+11,5.15684E+11,30063648149,2021
에코마케팅,2.74724E+11,1.08641E+11,1.66083E+11,27114821401,2021
샘표식품,3.27532E+11,1.12577E+11,2.14955E+11,23691612022,2021
엘앤씨바이오,1.07401E+11,14135593651,93265296190,15580312267,2021
셀리버리,1.29841E+11,54834188197,75007068467,-28068528138,2021
AP시스템,4.2872E+11,2.37178E+11,1.91542E+11,57166230146,2021
경동도시가스,9.04492E+11,5.29075E+11,3.75416E+11,22151257538,2021
케이씨텍,4.53026E+11,67862265059,3.85163E+11,41946593487,2021
SK케미칼,3.95563E+12,1.38889E+12,2.56674E+12,2.68743E+11,2021
효성화학,3.0562E+12,2.55475E+12,5.01455E+11,70414311054,2021
예스코홀딩스,1.423E+12,8.89445E+11,5.33558E+11,26557568000,2021
LS,1.26259E+13,7.91567E+12,4.71027E+12,3.52129E+11,2021
세아베스틸지주,3.526E+12,1.61964E+12,1.90636E+12,1.83669E+11,2021
비비안,1.98167E+11,94893341764,1.03274E+11,-3210480120,2021
대우부품,94393900185,59430229701,34963670484,-40457514,2021
대웅,1.93371E+12,7.76674E+11,1.15703E+12,99957306402,2021
도화엔지니어링,5.00217E+11,2.33288E+11,2.66929E+11,15012948875,2021
동원금속,4.68914E+11,4.36932E+11,31982123142,-28119421364,2021
롯데쇼핑,3.34265E+13,2.16295E+13,1.1797E+13,-2.72964E+11,2021
에쓰씨엔지니어링,1.16427E+11,71886044021,44540768560,-7922314012,2021
SPC삼립,1.22298E+12,8.87952E+11,3.35031E+11,40471829217,2021
현대비앤지스틸,7.68752E+11,2.71019E+11,4.97733E+11,69792443898,2021
삼부토건,5.51379E+11,3.12925E+11,2.38454E+11,8012734542,2021
삼성SDI,2.58332E+13,1.06365E+13,1.51967E+13,1.2504E+12,2021
삼성전기,9.94137E+12,3.07025E+12,6.87113E+12,9.15432E+11,2021
삼성전자,4.26621E+14,1.21721E+14,3.049E+14,3.99075E+13,2021
삼양식품,7.5308E+11,3.57389E+11,3.95691E+11,56657565902,2021
삼양통상,4.59014E+11,52591297103,4.06422E+11,33139838177,2021
삼천당제약,3.43948E+11,93647148966,2.50301E+11,-10360886456,2021
CJ씨푸드,1.3339E+11,66278139549,67111674655,2204338963,2021
SK디스커버리,6.88187E+12,3.81256E+12,3.06931E+12,2.72295E+11,2021
쿠쿠홀딩스,1.07089E+12,1.8415E+11,8.86737E+11,1.44832E+11,2021
세기상사,46388872657,27800152526,18588720131,-1944921160,2021
세방전지,1.68441E+12,4.72409E+11,1.212E+12,85232535955,2021
세우글로벌,49554900961,4426591108,45128309853,2102124651,2021
수산중공업,2.3609E+11,1.1404E+11,1.2205E+11,11393232917,2021
제이준코스메틱,79881575028,19745646519,60135928509,-39805368541,2021
신풍제지,93873256481,4491677805,89381578676,-10029697338,2021
SIMPAC,9.0323E+11,3.56567E+11,5.46662E+11,90832862627,2021
아세아,3.11527E+12,1.39905E+12,1.71622E+12,2.01245E+11,2021
GS리테일,9.45597E+12,5.04159E+12,4.41439E+12,8.01276E+11,2021
영풍,5.521E+12,1.61871E+12,3.90229E+12,1.70064E+11,2021
웅진,1.06599E+12,8.45477E+11,2.20517E+11,34162109612,2021
이건산업,4.19293E+11,2.29454E+11,1.89839E+11,11662013066,2021
일정실업,41344989977,22774043376,18570946601,-7453592445,2021
조흥,2.67559E+11,1.2182E+11,1.45739E+11,16074914918,2021
JW중외제약,6.33053E+11,4.44514E+11,1.8854E+11,-1441453468,2021
브이티지엠피,2.07648E+11,97556949272,1.10091E+11,17497574991,2021
지누스,1.01864E+12,5.40408E+11,4.78228E+11,51657452375,2021
DSR제강,2.41711E+11,87876177148,1.53835E+11,7620490221,2021
